temperature, lluvia, humedad, rend_manz
46.00,71.00,55.00,55.50
22.00,71.00,30.00,35.80
29.00,58.00,24.00,32.30
91.00,79.00,27.00,56.60
22.00,59.00,61.00,48.90
72.00,84.00,77.00,76.90
55.00,31.00,59.00,52.20
21.00,41.00,45.00,37.00
27.00,86.00,60.00,55.30
79.00,88.00,43.00,62.80
75.00,42.00,34.00,47.90
61.00,33.00,91.00,70.40
87.00,69.00,41.00,60.40
99.00,61.00,32.00,57.90
51.00,30.00,72.00,57.30
92.00,44.00,63.00,67.90
66.00,54.00,77.00,69.10
83.00,95.00,95.00,91.40
71.00,66.00,20.00,44.50
30.00,86.00,93.00,72.70
29.00,32.00,22.00,26.10
67.00,74.00,74.00,71.90
60.00,82.00,31.00,49.90
98.00,81.00,32.00,61.60
59.00,29.00,60.00,53.50
96.00,72.00,32.00,59.20
71.00,68.00,99.00,84.40
72.00,69.00,77.00,73.90
60.00,57.00,96.00,77.40
87.00,29.00,77.00,70.40
83.00,35.00,29.00,46.40
71.00,74.00,58.00,65.10
34.00,66.00,65.00,55.90
23.00,54.00,43.00,39.20
33.00,83.00,25.00,39.00
87.00,25.00,62.00,62.10
70.00,96.00,30.00,55.20
48.00,55.00,41.00,45.90
91.00,52.00,84.00,79.70
73.00,79.00,26.00,50.70
38.00,33.00,47.00,41.50
40.00,81.00,50.00,53.20
23.00,88.00,55.00,52.00
70.00,60.00,69.00,67.50
62.00,99.00,79.00,77.90
29.00,66.00,59.00,51.40
44.00,50.00,72.00,59.20
29.00,65.00,94.00,68.70
86.00,75.00,80.00,80.80
88.00,46.00,28.00,49.60
26.00,30.00,57.00,42.30
60.00,84.00,34.00,51.80
38.00,74.00,26.00,39.20
63.00,53.00,93.00,76.00
49.00,98.00,73.00,70.80
69.00,67.00,42.00,55.10
30.00,76.00,32.00,40.20
47.00,85.00,45.00,53.60
75.00,27.00,60.00,57.90
63.00,49.00,80.00,68.70
73.00,97.00,65.00,73.80
20.00,91.00,53.00,50.70
46.00,52.00,71.00,59.70
75.00,65.00,93.00,82.00
38.00,88.00,88.00,73.00
75.00,48.00,35.00,49.60
79.00,63.00,73.00,72.80
43.00,72.00,70.00,62.30
59.00,50.00,27.00,41.20
51.00,98.00,74.00,71.90
91.00,48.00,40.00,56.90
92.00,22.00,31.00,47.50
69.00,94.00,21.00,50.00
39.00,84.00,45.00,51.00
98.00,61.00,71.00,77.10
23.00,98.00,56.00,54.50
82.00,52.00,43.00,56.50
25.00,62.00,77.00,58.40
31.00,88.00,32.00,42.90
67.00,49.00,24.00,41.90
23.00,58.00,33.00,35.00
36.00,78.00,67.00,59.90
38.00,31.00,47.00,41.10
27.00,80.00,78.00,63.10
44.00,55.00,75.00,61.70
49.00,63.00,67.00,60.80
38.00,85.00,89.00,72.90
47.00,77.00,72.00,65.50
48.00,31.00,82.00,61.60
77.00,30.00,61.00,59.60
62.00,74.00,64.00,65.40
41.00,72.00,74.00,63.70
49.00,38.00,37.00,40.80
53.00,26.00,88.00,65.10
25.00,45.00,70.00,51.50
34.00,58.00,41.00,42.30
71.00,49.00,42.00,52.10
78.00,50.00,84.00,75.40
47.00,53.00,58.00,53.70
76.00,73.00,52.00,63.40
99.00,57.00,49.00,65.60
57.00,39.00,40.00,44.90
99.00,70.00,97.00,92.20
40.00,52.00,41.00,42.90
58.00,94.00,62.00,67.20
71.00,86.00,47.00,62.00
80.00,97.00,44.00,65.40
52.00,50.00,51.00,51.10
93.00,35.00,21.00,45.40
96.00,22.00,36.00,51.20
63.00,35.00,80.00,65.90
77.00,95.00,42.00,63.10
62.00,88.00,74.00,73.20
43.00,84.00,37.00,48.20
71.00,59.00,79.00,72.60
35.00,85.00,74.00,64.50
28.00,63.00,65.00,53.50
46.00,28.00,81.00,59.90
63.00,27.00,52.00,50.30
88.00,48.00,79.00,75.50
94.00,71.00,46.00,65.40
92.00,23.00,33.00,48.70
43.00,47.00,25.00,34.80
57.00,99.00,47.00,60.40
94.00,46.00,20.00,47.40
95.00,28.00,67.00,67.60
22.00,23.00,96.00,59.20
78.00,57.00,34.00,51.80
35.00,48.00,99.00,69.60
64.00,90.00,48.00,61.20
31.00,98.00,95.00,76.40
83.00,33.00,51.00,57.00
88.00,85.00,84.00,85.40
69.00,74.00,98.00,84.50
78.00,82.00,99.00,89.30
35.00,59.00,81.00,62.80
78.00,35.00,90.00,75.40
91.00,85.00,29.00,58.80
71.00,52.00,23.00,43.20
40.00,65.00,67.00,58.50
46.00,69.00,56.00,55.60
43.00,57.00,95.00,71.80
84.00,56.00,40.00,56.40
68.00,51.00,48.00,54.60
23.00,23.00,68.00,45.50
57.00,87.00,26.00,47.50
98.00,36.00,83.00,78.10
72.00,95.00,55.00,68.10
70.00,67.00,63.00,65.90
63.00,99.00,68.00,72.70
49.00,89.00,20.00,42.50
83.00,83.00,64.00,73.50
81.00,68.00,68.00,71.90
52.00,79.00,81.00,71.90
63.00,47.00,47.00,51.80
69.00,87.00,92.00,84.10
60.00,27.00,23.00,34.90
77.00,54.00,74.00,70.90
29.00,33.00,98.00,64.30
74.00,53.00,24.00,44.80
96.00,28.00,41.00,54.90
44.00,35.00,55.00,47.70
29.00,56.00,55.00,47.40
42.00,28.00,57.00,46.70
88.00,54.00,81.00,77.70
99.00,24.00,73.00,71.00
88.00,44.00,61.00,65.70
33.00,30.00,91.00,61.40
37.00,81.00,65.00,59.80
50.00,30.00,73.00,57.50
59.00,72.00,66.00,65.10
88.00,54.00,55.00,64.70
33.00,22.00,98.00,63.30
57.00,81.00,41.00,53.80
35.00,98.00,81.00,70.60
63.00,28.00,21.00,35.00
87.00,41.00,26.00,47.30
72.00,24.00,60.00,56.40
58.00,82.00,25.00,46.30
89.00,36.00,98.00,82.90
27.00,87.00,26.00,38.50
42.00,93.00,81.00,71.70
86.00,68.00,74.00,76.40
98.00,43.00,57.00,66.50
60.00,83.00,95.00,82.10
89.00,67.00,42.00,61.10
63.00,47.00,41.00,48.80
42.00,50.00,80.00,62.60
52.00,50.00,42.00,46.60
40.00,63.00,57.00,53.10
65.00,95.00,28.00,52.50
37.00,27.00,48.00,40.50
63.00,48.00,35.00,46.00
30.00,63.00,41.00,42.10
69.00,83.00,44.00,59.30
83.00,99.00,53.00,71.20
36.00,38.00,21.00,28.90
31.00,61.00,86.00,64.50
49.00,98.00,45.00,56.80
95.00,37.00,71.00,71.40
73.00,44.00,57.00,59.20
42.00,71.00,33.00,43.30
35.00,35.00,30.00,32.50
50.00,40.00,34.00,40.00
45.00,89.00,29.00,45.80
93.00,60.00,79.00,79.40
91.00,20.00,73.00,67.80
24.00,89.00,88.00,69.00
63.00,27.00,53.00,50.80
40.00,38.00,82.00,60.60
98.00,77.00,39.00,64.30
88.00,84.00,98.00,92.20
37.00,78.00,69.00,61.20
82.00,89.00,53.00,68.90
41.00,70.00,47.00,49.80
96.00,33.00,37.00,53.90
87.00,76.00,57.00,69.80
61.00,25.00,94.00,70.30
27.00,35.00,30.00,30.10
81.00,87.00,75.00,79.20
76.00,82.00,92.00,85.20
67.00,66.00,70.00,68.30
75.00,44.00,97.00,79.80
42.00,55.00,92.00,69.60
51.00,42.00,59.00,53.20
89.00,65.00,23.00,51.20
24.00,92.00,22.00,36.60
53.00,48.00,69.00,60.00
25.00,85.00,93.00,71.00
58.00,79.00,27.00,46.70
40.00,49.00,40.00,41.80
34.00,90.00,60.00,58.20
55.00,76.00,25.00,44.20
78.00,73.00,27.00,51.50
29.00,51.00,29.00,33.40
36.00,81.00,56.00,55.00
26.00,86.00,47.00,48.50
47.00,49.00,53.00,50.40
40.00,76.00,49.00,51.70
38.00,37.00,48.00,42.80
94.00,22.00,83.00,74.10
91.00,75.00,49.00,66.80
88.00,62.00,34.00,55.80
55.00,58.00,60.00,58.10
99.00,83.00,53.00,72.80
39.00,86.00,82.00,69.90
53.00,77.00,32.00,47.30
24.00,61.00,20.00,29.40
96.00,58.00,78.00,79.40
91.00,77.00,99.00,92.20
57.00,87.00,97.00,83.00
73.00,41.00,30.00,45.10
73.00,56.00,52.00,59.10
39.00,56.00,40.00,42.90
76.00,78.00,52.00,64.40
75.00,89.00,45.00,62.80
91.00,22.00,51.00,57.20
55.00,61.00,21.00,39.20
72.00,62.00,91.00,79.50
65.00,62.00,47.00,55.40
90.00,38.00,44.00,56.60
37.00,90.00,42.00,50.10
40.00,75.00,31.00,42.50
97.00,41.00,28.00,51.30
25.00,71.00,74.00,58.70
28.00,42.00,42.00,37.80
76.00,25.00,92.00,73.80
45.00,76.00,57.00,57.20
32.00,80.00,39.00,45.10
58.00,70.00,42.00,52.40
45.00,84.00,37.00,48.80
44.00,48.00,74.00,59.80
99.00,75.00,43.00,66.20
21.00,92.00,74.00,61.70
80.00,21.00,57.00,56.70
34.00,61.00,50.00,47.40
39.00,54.00,92.00,68.50
34.00,62.00,59.00,52.10
61.00,22.00,81.00,63.20
77.00,54.00,72.00,69.90
97.00,70.00,30.00,58.10
85.00,69.00,63.00,70.80
31.00,50.00,78.00,58.30
76.00,46.00,91.00,77.50
38.00,45.00,61.00,50.90
92.00,69.00,97.00,89.90
59.00,92.00,25.00,48.60
59.00,76.00,39.00,52.40
92.00,58.00,67.00,72.70
21.00,75.00,29.00,35.80
83.00,64.00,97.00,86.20
41.00,26.00,44.00,39.50
93.00,75.00,71.00,78.40
22.00,23.00,90.00,56.20
30.00,74.00,35.00,41.30
45.00,28.00,35.00,36.60
51.00,29.00,40.00,41.10
67.00,59.00,45.00,54.40
88.00,87.00,77.00,82.30
84.00,45.00,27.00,47.70
73.00,22.00,57.00,54.80
63.00,21.00,28.00,37.10
77.00,59.00,81.00,75.40
44.00,74.00,63.00,59.50
82.00,45.00,75.00,71.10
48.00,42.00,34.00,39.80
23.00,69.00,98.00,69.70
20.00,96.00,55.00,52.70
94.00,33.00,58.00,63.80
92.00,60.00,90.00,84.60
34.00,72.00,54.00,51.60
96.00,30.00,40.00,54.80
38.00,99.00,58.00,60.20
91.00,42.00,82.00,76.70
41.00,26.00,98.00,66.50
27.00,69.00,46.00,44.90
99.00,24.00,55.00,62.00
36.00,71.00,70.00,60.00
69.00,39.00,59.00,58.00
41.00,90.00,96.00,78.30
33.00,74.00,33.00,41.20
92.00,56.00,63.00,70.30
20.00,98.00,66.00,58.60
26.00,48.00,93.00,63.90
74.00,58.00,41.00,54.30
42.00,84.00,43.00,50.90
79.00,86.00,60.00,70.90
37.00,84.00,97.00,76.40
68.00,73.00,94.00,82.00
21.00,23.00,88.00,54.90
78.00,59.00,27.00,48.70
92.00,73.00,52.00,68.20
85.00,36.00,83.00,74.20
46.00,92.00,75.00,69.70
59.00,55.00,54.00,55.70
82.00,79.00,60.00,70.40
91.00,51.00,53.00,64.00
86.00,30.00,71.00,67.30
28.00,31.00,58.00,43.60
47.00,62.00,80.00,66.50
45.00,27.00,20.00,28.90
36.00,58.00,64.00,54.40
28.00,24.00,36.00,31.20
44.00,79.00,90.00,74.00
34.00,70.00,91.00,69.70
94.00,57.00,73.00,76.10
99.00,61.00,99.00,91.40
25.00,87.00,39.00,44.40
92.00,46.00,23.00,48.30
80.00,98.00,80.00,83.60
86.00,80.00,29.00,56.30
60.00,81.00,33.00,50.70
32.00,98.00,80.00,69.20
89.00,91.00,43.00,66.40
30.00,53.00,22.00,30.60
26.00,28.00,29.00,27.90
97.00,32.00,24.00,47.50
38.00,67.00,44.00,46.80
92.00,77.00,80.00,83.00
52.00,99.00,76.00,73.40
35.00,26.00,85.00,58.20
25.00,28.00,89.00,57.60
60.00,67.00,46.00,54.40
92.00,33.00,23.00,45.70
46.00,43.00,46.00,45.40
63.00,70.00,31.00,48.40
57.00,93.00,60.00,65.70
66.00,84.00,71.00,72.10
71.00,60.00,85.00,75.80
39.00,77.00,88.00,71.10
31.00,71.00,84.00,65.50
99.00,27.00,62.00,66.10
29.00,85.00,33.00,42.20
44.00,53.00,47.00,47.30
83.00,32.00,69.00,65.80
74.00,64.00,86.00,78.00
49.00,61.00,96.00,74.90
85.00,33.00,92.00,78.10
83.00,68.00,55.00,66.00
57.00,94.00,42.00,56.90
72.00,20.00,53.00,52.10
77.00,88.00,32.00,56.70
52.00,97.00,81.00,75.50
43.00,22.00,20.00,27.30
61.00,57.00,43.00,51.20
45.00,94.00,61.00,62.80
53.00,83.00,95.00,80.00
90.00,90.00,29.00,59.50
54.00,67.00,53.00,56.10
35.00,24.00,37.00,33.80
91.00,52.00,74.00,74.70
92.00,81.00,58.00,72.80
70.00,52.00,44.00,53.40
45.00,24.00,67.00,51.80
97.00,97.00,60.00,78.50
50.00,83.00,93.00,78.10
22.00,98.00,29.00,40.70
59.00,98.00,29.00,51.80
27.00,80.00,94.00,71.10
20.00,92.00,76.00,62.40
67.00,30.00,56.00,54.10
41.00,77.00,33.00,44.20
56.00,76.00,62.00,63.00
22.00,67.00,82.00,61.00
93.00,49.00,23.00,49.20
72.00,94.00,66.00,73.40
23.00,55.00,94.00,64.90
80.00,73.00,82.00,79.60
25.00,79.00,87.00,66.80
89.00,35.00,97.00,82.20
78.00,86.00,26.00,53.60
65.00,21.00,83.00,65.20
23.00,62.00,42.00,40.30
85.00,80.00,63.00,73.00
26.00,30.00,83.00,55.30
35.00,72.00,21.00,35.40
93.00,89.00,75.00,83.20
64.00,82.00,69.00,70.10
53.00,74.00,43.00,52.20
45.00,24.00,55.00,45.80
42.00,71.00,87.00,70.30
69.00,99.00,45.00,63.00
20.00,86.00,22.00,34.20
69.00,75.00,73.00,72.20
51.00,95.00,76.00,72.30
62.00,58.00,65.00,62.70
20.00,21.00,91.00,55.70
66.00,57.00,91.00,76.70
72.00,76.00,26.00,49.80
87.00,98.00,56.00,73.70
46.00,20.00,98.00,66.80
67.00,78.00,72.00,71.70
61.00,56.00,33.00,46.00
75.00,49.00,80.00,72.30
23.00,59.00,90.00,63.70
43.00,89.00,32.00,46.70
52.00,71.00,30.00,44.80
52.00,34.00,80.00,62.40
53.00,92.00,65.00,66.80
48.00,42.00,29.00,37.30
35.00,93.00,36.00,47.10
82.00,86.00,64.00,73.80
54.00,86.00,76.00,71.40
36.00,54.00,73.00,58.10
80.00,76.00,35.00,56.70
41.00,81.00,87.00,72.00
41.00,72.00,95.00,74.20
26.00,78.00,36.00,41.40
37.00,64.00,49.00,48.40
80.00,82.00,35.00,57.90
36.00,96.00,30.00,45.00
48.00,78.00,34.00,47.00
57.00,84.00,40.00,53.90
86.00,39.00,50.00,58.60
94.00,57.00,57.00,68.10
43.00,31.00,94.00,66.10
97.00,37.00,95.00,84.00
88.00,61.00,33.00,55.10
44.00,64.00,57.00,54.50
64.00,25.00,96.00,72.20
30.00,92.00,66.00,60.40
70.00,90.00,88.00,83.00
99.00,76.00,63.00,76.40
95.00,33.00,63.00,66.60
93.00,73.00,46.00,65.50
25.00,82.00,98.00,72.90
81.00,45.00,20.00,43.30
36.00,99.00,70.00,65.60
58.00,96.00,31.00,52.10
78.00,99.00,36.00,61.20
82.00,82.00,87.00,84.50
39.00,89.00,24.00,41.50
29.00,56.00,20.00,29.90
61.00,76.00,75.00,71.00
75.00,51.00,42.00,53.70
61.00,38.00,32.00,41.90
36.00,92.00,64.00,61.20
84.00,76.00,55.00,67.90
61.00,53.00,79.00,68.40
20.00,65.00,36.00,37.00
69.00,82.00,28.00,51.10
48.00,75.00,34.00,46.40
22.00,85.00,99.00,73.10
42.00,97.00,59.00,61.50
53.00,41.00,63.00,55.60
47.00,41.00,38.00,41.30
39.00,48.00,21.00,31.80
73.00,34.00,91.00,74.20
77.00,56.00,52.00,60.30
40.00,24.00,26.00,29.80
89.00,93.00,20.00,55.30
59.00,63.00,61.00,60.80
73.00,63.00,45.00,57.00
84.00,21.00,86.00,72.40
80.00,30.00,90.00,75.00
99.00,73.00,80.00,84.30
98.00,28.00,53.00,61.50
34.00,70.00,80.00,64.20
30.00,59.00,62.00,51.80
40.00,71.00,60.00,56.20
56.00,91.00,89.00,79.50
93.00,79.00,88.00,87.70
88.00,70.00,21.00,50.90
96.00,81.00,64.00,77.00
79.00,65.00,39.00,56.20
34.00,47.00,26.00,32.60
63.00,48.00,86.00,71.50
21.00,90.00,61.00,54.80
55.00,73.00,43.00,52.60
33.00,73.00,45.00,47.00
32.00,94.00,46.00,51.40
46.00,78.00,68.00,63.40
58.00,58.00,77.00,67.50
56.00,43.00,33.00,41.90
69.00,30.00,64.00,58.70
40.00,75.00,30.00,42.00
68.00,46.00,59.00,59.10
62.00,74.00,88.00,77.40
33.00,79.00,20.00,35.70
61.00,85.00,52.00,61.30
53.00,64.00,99.00,78.20
56.00,83.00,98.00,82.40
58.00,50.00,30.00,42.40
62.00,20.00,61.00,53.10
57.00,44.00,55.00,53.40
25.00,55.00,57.00,47.00
99.00,59.00,86.00,84.50
85.00,52.00,55.00,63.40
51.00,86.00,43.00,54.00
83.00,67.00,43.00,59.80
83.00,73.00,63.00,71.00
39.00,28.00,28.00,31.30
79.00,96.00,69.00,77.40
88.00,52.00,68.00,70.80
94.00,25.00,98.00,82.20
81.00,50.00,74.00,71.30
23.00,41.00,56.00,43.10
81.00,38.00,92.00,77.90
23.00,21.00,20.00,21.10
72.00,81.00,90.00,82.80
79.00,83.00,97.00,88.80
65.00,39.00,83.00,68.80
35.00,37.00,52.00,43.90
81.00,97.00,68.00,77.70
48.00,29.00,33.00,36.70
32.00,98.00,28.00,43.20
49.00,27.00,73.00,56.60
42.00,49.00,27.00,35.90
62.00,53.00,27.00,42.70
47.00,56.00,27.00,38.80
78.00,59.00,49.00,59.70
94.00,65.00,62.00,72.20
30.00,94.00,79.00,67.30
88.00,40.00,20.00,44.40
40.00,60.00,55.00,51.50
47.00,76.00,48.00,53.30
78.00,52.00,82.00,74.80
75.00,81.00,69.00,73.20
83.00,81.00,79.00,80.60
41.00,72.00,62.00,57.70
74.00,42.00,88.00,74.60
38.00,65.00,44.00,46.40
34.00,47.00,36.00,37.60
43.00,96.00,89.00,76.60
22.00,25.00,23.00,23.10
31.00,70.00,41.00,43.80
32.00,21.00,93.00,60.30
42.00,61.00,68.00,58.80
69.00,63.00,70.00,68.30
56.00,90.00,24.00,46.80
39.00,98.00,53.00,57.80
87.00,92.00,77.00,83.00
94.00,59.00,66.00,73.00
36.00,47.00,26.00,33.20
55.00,44.00,58.00,54.30
46.00,78.00,65.00,61.90
42.00,85.00,50.00,54.60
29.00,58.00,79.00,59.80
96.00,35.00,98.00,84.80
80.00,22.00,79.00,67.90
74.00,75.00,82.00,78.20
98.00,60.00,62.00,72.40
74.00,25.00,94.00,74.20
53.00,38.00,47.00,47.00
81.00,54.00,30.00,50.10
55.00,56.00,41.00,48.20
95.00,99.00,97.00,96.80
96.00,74.00,55.00,71.10
63.00,21.00,88.00,67.10
71.00,56.00,35.00,50.00
99.00,93.00,71.00,83.80
82.00,52.00,26.00,48.00
43.00,33.00,61.00,50.00
82.00,66.00,90.00,82.80
73.00,21.00,20.00,36.10
68.00,35.00,51.00,52.90
79.00,50.00,80.00,73.70
78.00,22.00,79.00,67.30
63.00,57.00,58.00,59.30
29.00,45.00,44.00,39.70
91.00,74.00,50.00,67.10
49.00,68.00,55.00,55.80
26.00,49.00,86.00,60.60
38.00,51.00,63.00,53.10
63.00,44.00,88.00,71.70
37.00,25.00,98.00,65.10
57.00,29.00,27.00,36.40
59.00,20.00,59.00,51.20
40.00,96.00,32.00,47.20
77.00,61.00,44.00,57.30
99.00,65.00,77.00,81.20
73.00,78.00,43.00,59.00
61.00,52.00,62.00,59.70
31.00,63.00,72.00,57.90
78.00,98.00,42.00,64.00
51.00,48.00,33.00,41.40
45.00,74.00,98.00,77.30
81.00,85.00,21.00,51.80
35.00,54.00,72.00,57.30
97.00,67.00,99.00,92.00
45.00,23.00,70.00,53.10
21.00,71.00,46.00,43.50
75.00,31.00,60.00,58.70
30.00,61.00,78.00,60.20
51.00,40.00,43.00,44.80
42.00,36.00,92.00,65.80
22.00,89.00,64.00,56.40
30.00,54.00,76.00,57.80
88.00,97.00,54.00,72.80
56.00,58.00,98.00,77.40
21.00,75.00,28.00,35.30
95.00,51.00,32.00,54.70
28.00,51.00,44.00,40.60
49.00,29.00,90.00,65.50
77.00,29.00,30.00,43.90
92.00,43.00,60.00,66.20
52.00,78.00,35.00,48.70
46.00,29.00,83.00,61.10
96.00,32.00,43.00,56.70
92.00,71.00,69.00,76.30
93.00,73.00,89.00,87.00
80.00,35.00,98.00,80.00
81.00,95.00,97.00,91.80
60.00,98.00,70.00,72.60
26.00,86.00,49.00,49.50
23.00,33.00,22.00,24.50
60.00,49.00,24.00,39.80
82.00,90.00,62.00,73.60
86.00,29.00,58.00,60.60
84.00,68.00,76.00,76.80
39.00,85.00,72.00,64.70
48.00,54.00,34.00,42.20
60.00,23.00,50.00,47.60
80.00,54.00,37.00,53.30
86.00,77.00,78.00,80.20
88.00,97.00,94.00,92.80
65.00,25.00,83.00,66.00
70.00,46.00,46.00,53.20
72.00,60.00,82.00,74.60
93.00,51.00,23.00,49.60
63.00,56.00,75.00,67.60
97.00,76.00,70.00,79.30
69.00,70.00,87.00,78.20
91.00,36.00,86.00,77.50
41.00,31.00,76.00,56.50
54.00,94.00,47.00,58.50
64.00,65.00,25.00,44.70
88.00,33.00,76.00,71.00
56.00,40.00,65.00,57.30
86.00,59.00,56.00,65.60
28.00,41.00,54.00,43.60
86.00,31.00,75.00,69.50
52.00,43.00,66.00,57.20
84.00,43.00,43.00,55.30
29.00,53.00,71.00,54.80
99.00,95.00,96.00,96.70
36.00,31.00,28.00,31.00
89.00,43.00,99.00,84.80
32.00,55.00,52.00,46.60
60.00,22.00,20.00,32.40
65.00,85.00,92.00,82.50
44.00,73.00,23.00,39.30
58.00,68.00,48.00,55.00
79.00,53.00,95.00,81.80
63.00,53.00,76.00,67.50
59.00,85.00,94.00,81.70
70.00,58.00,79.00,72.10
59.00,92.00,53.00,62.60
74.00,61.00,29.00,48.90
48.00,86.00,88.00,75.60
48.00,65.00,69.00,61.90
22.00,68.00,61.00,50.70
27.00,89.00,77.00,64.40
99.00,46.00,74.00,75.90
68.00,86.00,90.00,82.60
61.00,29.00,78.00,63.10
25.00,80.00,72.00,59.50
96.00,43.00,34.00,54.40
45.00,51.00,39.00,43.20
20.00,34.00,20.00,22.80
40.00,79.00,38.00,46.80
47.00,80.00,65.00,62.60
96.00,55.00,50.00,64.80
46.00,87.00,26.00,44.20
88.00,57.00,33.00,54.30
75.00,36.00,20.00,39.70
24.00,50.00,55.00,44.70
65.00,35.00,67.00,60.00
29.00,43.00,64.00,49.30
44.00,62.00,87.00,69.10
73.00,62.00,80.00,74.30
25.00,38.00,98.00,64.10
39.00,85.00,66.00,61.70
30.00,38.00,72.00,52.60
26.00,55.00,59.00,48.30
93.00,77.00,48.00,67.30
82.00,63.00,41.00,57.70
26.00,89.00,95.00,73.10
49.00,96.00,22.00,44.90
78.00,31.00,51.00,55.10
23.00,46.00,98.00,65.10
44.00,86.00,75.00,67.90
80.00,64.00,75.00,74.30
36.00,29.00,60.00,46.60
88.00,69.00,89.00,84.70
44.00,24.00,33.00,34.50
47.00,36.00,71.00,56.80
89.00,72.00,31.00,56.60
86.00,95.00,95.00,92.30
21.00,87.00,90.00,68.70
74.00,22.00,44.00,48.60
63.00,46.00,28.00,42.10
24.00,94.00,81.00,66.50
74.00,97.00,26.00,54.60
61.00,42.00,66.00,59.70
58.00,49.00,98.00,76.20
23.00,40.00,87.00,58.40
86.00,86.00,64.00,75.00
37.00,88.00,29.00,43.20
42.00,79.00,57.00,56.90
40.00,63.00,21.00,35.10
90.00,86.00,66.00,77.20
52.00,69.00,74.00,66.40
40.00,63.00,91.00,70.10
41.00,46.00,96.00,69.50
94.00,24.00,20.00,43.00
27.00,38.00,95.00,63.20
56.00,36.00,41.00,44.50
81.00,31.00,34.00,47.50
64.00,91.00,24.00,49.40
68.00,96.00,48.00,63.60
99.00,92.00,24.00,60.10
50.00,75.00,66.00,63.00
71.00,46.00,33.00,47.00
63.00,39.00,58.00,55.70
96.00,68.00,61.00,72.90
31.00,56.00,84.00,62.50
25.00,86.00,41.00,45.20
23.00,63.00,67.00,53.00
28.00,40.00,84.00,58.40
84.00,26.00,50.00,55.40
47.00,93.00,86.00,75.70
62.00,85.00,22.00,46.60
76.00,22.00,78.00,66.20
25.00,32.00,48.00,37.90
38.00,96.00,36.00,48.60
76.00,31.00,96.00,77.00
64.00,22.00,45.00,46.10
91.00,80.00,22.00,54.30
32.00,62.00,78.00,61.00
89.00,64.00,87.00,83.00
81.00,59.00,81.00,76.60
88.00,42.00,76.00,72.80
39.00,64.00,26.00,37.50
78.00,54.00,33.00,50.70
74.00,58.00,46.00,56.80
61.00,41.00,54.00,53.50
79.00,92.00,91.00,87.60
61.00,90.00,20.00,46.30
33.00,30.00,80.00,55.90
84.00,43.00,25.00,46.30
55.00,33.00,69.00,57.60
52.00,60.00,91.00,73.10
57.00,22.00,66.00,54.50
47.00,35.00,70.00,56.10
20.00,38.00,80.00,53.60
75.00,31.00,72.00,64.70
56.00,86.00,83.00,75.50
22.00,75.00,44.00,43.60
95.00,46.00,70.00,72.70
36.00,99.00,55.00,58.10
39.00,79.00,98.00,76.50
56.00,21.00,48.00,45.00
97.00,54.00,79.00,79.40
74.00,25.00,89.00,71.70
74.00,77.00,54.00,64.60
88.00,82.00,66.00,75.80
20.00,23.00,75.00,48.10
30.00,56.00,25.00,32.70
57.00,26.00,45.00,44.80
23.00,81.00,69.00,57.60
34.00,37.00,37.00,36.10
99.00,97.00,43.00,70.60
99.00,61.00,81.00,82.40
80.00,71.00,63.00,69.70
99.00,29.00,69.00,70.00
21.00,80.00,94.00,69.30
70.00,35.00,38.00,47.00
24.00,42.00,59.00,45.10
70.00,31.00,76.00,65.20
30.00,37.00,49.00,40.90
84.00,98.00,97.00,93.30
78.00,64.00,83.00,77.70
50.00,60.00,58.00,56.00
76.00,73.00,90.00,82.40
64.00,26.00,77.00,62.90
78.00,62.00,78.00,74.80
61.00,89.00,20.00,46.10
84.00,83.00,46.00,64.80
78.00,22.00,52.00,53.80
23.00,79.00,77.00,61.20
43.00,41.00,43.00,42.60
52.00,46.00,80.00,64.80
63.00,62.00,60.00,61.30
24.00,20.00,52.00,37.20
94.00,24.00,41.00,53.50
25.00,99.00,45.00,49.80
82.00,24.00,77.00,67.90
22.00,56.00,98.00,66.80
45.00,35.00,95.00,68.00
58.00,33.00,54.00,51.00
54.00,44.00,51.00,50.50
62.00,56.00,96.00,77.80
78.00,27.00,60.00,58.80
60.00,24.00,43.00,44.30
30.00,57.00,77.00,58.90
97.00,43.00,51.00,63.20
23.00,65.00,87.00,63.40
87.00,30.00,67.00,65.60
36.00,41.00,68.00,53.00
86.00,61.00,69.00,72.50
49.00,66.00,34.00,44.90
86.00,68.00,28.00,53.40
61.00,82.00,75.00,72.20
33.00,46.00,57.00,47.60
38.00,77.00,53.00,53.30
23.00,27.00,88.00,56.30
90.00,38.00,25.00,47.10
96.00,96.00,24.00,60.00
75.00,71.00,37.00,55.20
73.00,38.00,53.00,56.00
74.00,24.00,44.00,49.00
20.00,69.00,73.00,56.30
91.00,37.00,52.00,60.70
67.00,74.00,78.00,73.90
69.00,86.00,26.00,50.90
52.00,22.00,74.00,57.00
52.00,42.00,70.00,59.00
68.00,33.00,36.00,45.00
55.00,98.00,55.00,63.60
44.00,60.00,58.00,54.20
27.00,76.00,79.00,62.80
83.00,96.00,61.00,74.60
47.00,87.00,52.00,57.50
27.00,58.00,92.00,65.70
58.00,82.00,36.00,51.80
56.00,73.00,57.00,59.90
96.00,75.00,63.00,75.30
58.00,56.00,85.00,71.10
35.00,95.00,41.00,50.00
22.00,67.00,79.00,59.50
33.00,55.00,86.00,63.90
21.00,48.00,92.00,61.90
