temperature, lluvia, humedad, rend_manz
96.00,30.00,25.00,47.30
48.00,79.00,32.00,46.20
61.00,91.00,60.00,66.50
22.00,79.00,29.00,36.90
60.00,55.00,50.00,54.00
91.00,97.00,59.00,76.20
88.00,74.00,63.00,72.70
56.00,71.00,43.00,52.50
37.00,22.00,27.00,29.00
29.00,42.00,81.00,57.60
26.00,72.00,49.00,46.70
48.00,21.00,31.00,34.10
93.00,51.00,82.00,79.10
36.00,51.00,83.00,62.50
92.00,49.00,29.00,51.90
95.00,35.00,70.00,70.50
28.00,79.00,62.00,55.20
43.00,86.00,21.00,40.60
79.00,52.00,69.00,68.60
59.00,30.00,81.00,64.20
32.00,31.00,81.00,56.30
30.00,57.00,67.00,53.90
24.00,95.00,54.00,53.20
54.00,80.00,22.00,43.20
63.00,74.00,29.00,48.20
47.00,58.00,44.00,47.70
42.00,35.00,79.00,59.10
23.00,70.00,81.00,61.40
38.00,48.00,97.00,69.50
61.00,47.00,65.00,60.20
94.00,56.00,84.00,81.40
89.00,42.00,99.00,84.60
71.00,83.00,81.00,78.40
30.00,29.00,30.00,29.80
42.00,40.00,46.00,43.60
77.00,91.00,31.00,56.80
44.00,54.00,37.00,42.50
65.00,90.00,99.00,87.00
58.00,56.00,74.00,65.60
92.00,23.00,47.00,55.70
25.00,81.00,90.00,68.70
49.00,57.00,48.00,50.10
53.00,84.00,24.00,44.70
64.00,32.00,30.00,40.60
53.00,56.00,54.00,54.10
76.00,52.00,82.00,74.20
43.00,28.00,50.00,43.50
71.00,38.00,79.00,68.40
31.00,39.00,89.00,61.60
39.00,45.00,36.00,38.70
93.00,59.00,91.00,85.20
49.00,71.00,71.00,64.40
95.00,76.00,27.00,57.20
99.00,47.00,48.00,63.10
93.00,97.00,47.00,70.80
89.00,20.00,93.00,77.20
68.00,80.00,55.00,63.90
64.00,51.00,22.00,40.40
71.00,21.00,82.00,66.50
34.00,70.00,54.00,51.20
53.00,45.00,82.00,65.90
84.00,21.00,87.00,72.90
51.00,74.00,56.00,58.10
75.00,69.00,89.00,80.80
59.00,57.00,99.00,78.60
90.00,51.00,59.00,66.70
61.00,25.00,98.00,72.30
90.00,66.00,87.00,83.70
26.00,79.00,42.00,44.60
94.00,62.00,76.00,78.60
39.00,75.00,36.00,44.70
47.00,89.00,67.00,65.40
28.00,99.00,88.00,72.20
99.00,31.00,40.00,55.90
92.00,58.00,32.00,55.20
43.00,53.00,35.00,41.00
75.00,71.00,95.00,84.20
41.00,63.00,31.00,40.40
84.00,77.00,86.00,83.60
50.00,95.00,52.00,60.00
25.00,43.00,38.00,35.10
73.00,57.00,37.00,51.80
36.00,43.00,31.00,34.90
80.00,63.00,46.00,59.60
34.00,54.00,21.00,31.50
89.00,80.00,84.00,84.70
21.00,52.00,96.00,64.70
52.00,64.00,82.00,69.40
96.00,40.00,42.00,57.80
67.00,94.00,94.00,85.90
25.00,28.00,83.00,54.60
41.00,61.00,91.00,70.00
85.00,99.00,96.00,93.30
89.00,91.00,83.00,86.40
82.00,36.00,41.00,52.30
21.00,55.00,20.00,27.30
43.00,76.00,46.00,51.10
86.00,72.00,65.00,72.70
65.00,71.00,95.00,81.20
54.00,22.00,83.00,62.10
85.00,52.00,37.00,54.40
97.00,69.00,23.00,54.40
26.00,60.00,39.00,39.30
98.00,38.00,22.00,48.00
37.00,97.00,90.00,75.50
67.00,37.00,33.00,44.00
95.00,41.00,86.00,79.70
55.00,60.00,94.00,75.50
42.00,33.00,92.00,65.20
60.00,27.00,21.00,33.90
81.00,35.00,85.00,73.80
44.00,92.00,37.00,50.10
50.00,53.00,53.00,52.10
83.00,86.00,64.00,74.10
50.00,92.00,93.00,79.90
60.00,54.00,94.00,75.80
45.00,28.00,99.00,68.60
99.00,63.00,65.00,74.80
96.00,88.00,23.00,57.90
48.00,33.00,35.00,38.50
95.00,95.00,21.00,58.00
96.00,81.00,77.00,83.50
80.00,61.00,57.00,64.70
51.00,40.00,71.00,58.80
20.00,29.00,53.00,38.30
64.00,35.00,34.00,43.20
63.00,89.00,97.00,85.20
88.00,94.00,89.00,89.70
59.00,49.00,24.00,39.50
25.00,32.00,84.00,55.90
43.00,75.00,68.00,61.90
68.00,70.00,64.00,66.40
72.00,74.00,62.00,67.40
83.00,52.00,56.00,63.30
35.00,28.00,89.00,60.60
35.00,76.00,74.00,62.70
50.00,88.00,92.00,78.60
32.00,67.00,54.00,50.00
86.00,71.00,47.00,63.50
81.00,26.00,75.00,67.00
83.00,57.00,77.00,74.80
52.00,21.00,53.00,46.30
55.00,94.00,46.00,58.30
38.00,33.00,39.00,37.50
50.00,41.00,73.00,59.70
23.00,20.00,44.00,32.90
95.00,34.00,71.00,70.80
64.00,42.00,85.00,70.10
49.00,29.00,35.00,38.00
34.00,21.00,41.00,34.90
84.00,47.00,66.00,67.60
80.00,74.00,76.00,76.80
40.00,82.00,35.00,45.90
53.00,43.00,49.00,49.00
62.00,36.00,34.00,42.80
30.00,59.00,28.00,34.80
23.00,23.00,92.00,57.50
53.00,49.00,50.00,50.70
82.00,54.00,81.00,75.90
45.00,55.00,60.00,54.50
50.00,22.00,50.00,44.40
47.00,44.00,37.00,41.40
40.00,93.00,84.00,72.60
41.00,21.00,44.00,38.50
37.00,71.00,33.00,41.80
29.00,27.00,44.00,36.10
59.00,94.00,28.00,50.50
70.00,50.00,55.00,58.50
77.00,89.00,75.00,78.40
65.00,42.00,69.00,62.40
87.00,28.00,80.00,71.70
88.00,73.00,68.00,75.00
56.00,45.00,96.00,73.80
94.00,67.00,45.00,64.10
78.00,79.00,71.00,74.70
47.00,69.00,20.00,37.90
77.00,86.00,82.00,81.30
78.00,55.00,69.00,68.90
22.00,38.00,61.00,44.70
84.00,92.00,43.00,65.10
62.00,99.00,90.00,83.40
76.00,85.00,39.00,59.30
57.00,30.00,95.00,70.60
22.00,60.00,36.00,36.60
34.00,84.00,61.00,57.50
93.00,77.00,63.00,74.80
41.00,46.00,98.00,70.50
85.00,46.00,67.00,68.20
94.00,69.00,43.00,63.50
76.00,32.00,64.00,61.20
87.00,84.00,33.00,59.40
56.00,61.00,29.00,43.50
54.00,78.00,40.00,51.80
83.00,20.00,33.00,45.40
83.00,44.00,69.00,68.20
83.00,29.00,96.00,78.70
38.00,68.00,55.00,52.50
63.00,79.00,31.00,50.20
49.00,38.00,50.00,47.30
53.00,76.00,77.00,69.60
67.00,51.00,44.00,52.30
32.00,88.00,70.00,62.20
38.00,42.00,75.00,57.30
49.00,62.00,70.00,62.10
43.00,43.00,79.00,61.00
83.00,55.00,47.00,59.40
84.00,97.00,97.00,93.10
63.00,81.00,69.00,69.60
60.00,88.00,33.00,52.10
45.00,27.00,58.00,47.90
80.00,31.00,78.00,69.20
50.00,41.00,46.00,46.20
61.00,70.00,28.00,46.30
60.00,47.00,55.00,54.90
48.00,47.00,86.00,66.80
53.00,59.00,93.00,74.20
39.00,89.00,90.00,74.50
68.00,71.00,76.00,72.60
39.00,50.00,41.00,42.20
46.00,57.00,75.00,62.70
89.00,33.00,65.00,65.80
74.00,65.00,78.00,74.20
82.00,69.00,48.00,62.40
63.00,28.00,32.00,40.50
35.00,58.00,57.00,50.60
82.00,31.00,40.00,50.80
70.00,45.00,52.00,56.00
99.00,20.00,42.00,54.70
21.00,58.00,80.00,57.90
83.00,87.00,94.00,89.30
51.00,77.00,52.00,56.70
68.00,47.00,51.00,55.30
66.00,67.00,93.00,79.70
36.00,58.00,43.00,43.90
66.00,80.00,58.00,64.80
86.00,48.00,76.00,73.40
63.00,78.00,73.00,71.00
62.00,68.00,55.00,59.70
40.00,74.00,93.00,73.30
51.00,61.00,58.00,56.50
86.00,96.00,86.00,88.00
62.00,71.00,78.00,71.80
74.00,51.00,67.00,65.90
27.00,76.00,73.00,59.80
92.00,42.00,30.00,51.00
34.00,37.00,82.00,58.60
60.00,44.00,78.00,65.80
95.00,55.00,72.00,75.50
20.00,88.00,28.00,37.60
58.00,47.00,63.00,58.30
62.00,26.00,59.00,53.30
28.00,64.00,47.00,44.70
29.00,33.00,91.00,60.80
25.00,69.00,20.00,31.30
42.00,47.00,38.00,41.00
41.00,64.00,20.00,35.10
80.00,92.00,75.00,79.90
32.00,52.00,39.00,39.50
48.00,48.00,28.00,38.00
50.00,50.00,79.00,64.50
48.00,84.00,55.00,58.70
61.00,69.00,42.00,53.10
71.00,22.00,84.00,67.70
86.00,70.00,68.00,73.80
82.00,20.00,34.00,45.60
32.00,56.00,53.00,47.30
79.00,51.00,39.00,53.40
79.00,97.00,40.00,63.10
96.00,67.00,96.00,90.20
37.00,21.00,99.00,64.80
76.00,28.00,51.00,53.90
68.00,72.00,67.00,68.30
27.00,60.00,69.00,54.60
73.00,82.00,33.00,54.80
30.00,56.00,76.00,58.20
38.00,74.00,49.00,50.70
29.00,41.00,39.00,36.40
35.00,84.00,91.00,72.80
44.00,90.00,99.00,80.70
56.00,73.00,38.00,50.40
50.00,98.00,78.00,73.60
72.00,45.00,79.00,70.10
39.00,47.00,86.00,64.10
26.00,95.00,70.00,61.80
39.00,27.00,33.00,33.60
71.00,59.00,74.00,70.10
75.00,85.00,24.00,51.50
85.00,44.00,75.00,71.80
45.00,20.00,96.00,65.50
66.00,67.00,87.00,76.70
77.00,35.00,35.00,47.60
21.00,22.00,62.00,41.70
42.00,39.00,90.00,65.40
70.00,72.00,87.00,78.90
89.00,35.00,20.00,43.70
24.00,34.00,27.00,27.50
52.00,70.00,93.00,76.10
27.00,29.00,99.00,63.40
52.00,99.00,30.00,50.40
37.00,73.00,66.00,58.70
49.00,50.00,91.00,70.20
67.00,24.00,34.00,41.90
69.00,37.00,66.00,61.10
79.00,62.00,61.00,66.60
73.00,73.00,85.00,79.00
31.00,29.00,63.00,46.60
55.00,68.00,68.00,64.10
26.00,66.00,91.00,66.50
69.00,79.00,97.00,85.00
35.00,46.00,90.00,64.70
44.00,83.00,34.00,46.80
55.00,78.00,79.00,71.60
23.00,79.00,70.00,57.70
57.00,58.00,24.00,40.70
53.00,85.00,33.00,49.40
82.00,61.00,97.00,85.30
86.00,50.00,42.00,56.80
87.00,88.00,65.00,76.20
43.00,98.00,81.00,73.00
44.00,29.00,44.00,41.00
27.00,88.00,77.00,64.20
85.00,30.00,47.00,55.00
44.00,56.00,33.00,40.90
86.00,33.00,95.00,79.90
81.00,52.00,47.00,58.20
24.00,62.00,73.00,56.10
25.00,84.00,31.00,39.80
87.00,38.00,26.00,46.70
32.00,48.00,35.00,36.70
74.00,58.00,92.00,79.80
52.00,36.00,30.00,37.80
41.00,77.00,72.00,63.70
23.00,64.00,61.00,50.20
21.00,64.00,32.00,35.10
46.00,36.00,93.00,67.50
55.00,86.00,99.00,83.20
43.00,22.00,47.00,40.80
92.00,73.00,54.00,69.20
44.00,44.00,64.00,54.00
61.00,52.00,63.00,60.20
58.00,22.00,66.00,54.80
59.00,49.00,20.00,37.50
60.00,30.00,50.00,49.00
69.00,42.00,89.00,73.60
66.00,46.00,68.00,63.00
88.00,48.00,86.00,79.00
93.00,82.00,33.00,60.80
69.00,33.00,40.00,47.30
24.00,88.00,23.00,36.30
70.00,76.00,35.00,53.70
83.00,45.00,61.00,64.40
47.00,99.00,22.00,44.90
64.00,69.00,63.00,64.50
36.00,70.00,62.00,55.80
50.00,80.00,82.00,72.00
29.00,31.00,68.00,48.90
30.00,26.00,72.00,50.20
61.00,68.00,97.00,80.40
27.00,94.00,47.00,50.40
55.00,87.00,69.00,68.40
59.00,83.00,84.00,76.30
22.00,90.00,48.00,48.60
98.00,76.00,61.00,75.10
29.00,20.00,51.00,38.20
24.00,74.00,34.00,39.00
23.00,98.00,26.00,39.50
89.00,52.00,78.00,76.10
97.00,77.00,26.00,57.50
86.00,52.00,90.00,81.20
84.00,90.00,95.00,90.70
35.00,91.00,23.00,40.20
22.00,47.00,78.00,55.00
62.00,63.00,32.00,47.20
67.00,79.00,66.00,68.90
50.00,80.00,52.00,57.00
69.00,40.00,78.00,67.70
50.00,39.00,54.00,49.80
47.00,84.00,66.00,63.90
95.00,51.00,48.00,62.70
69.00,52.00,70.00,66.10
23.00,23.00,90.00,56.50
29.00,26.00,52.00,39.90
56.00,72.00,28.00,45.20
27.00,24.00,65.00,45.40
97.00,84.00,24.00,57.90
99.00,52.00,43.00,61.60
99.00,48.00,48.00,63.30
83.00,81.00,83.00,82.60
40.00,52.00,21.00,32.90
85.00,91.00,67.00,77.20
84.00,97.00,83.00,86.10
35.00,28.00,95.00,63.60
41.00,69.00,81.00,66.60
62.00,56.00,90.00,74.80
45.00,98.00,89.00,77.60
74.00,52.00,90.00,77.60
90.00,26.00,97.00,80.70
69.00,58.00,70.00,67.30
49.00,54.00,76.00,63.50
61.00,81.00,32.00,50.50
22.00,47.00,43.00,37.50
47.00,24.00,40.00,38.90
56.00,35.00,30.00,38.80
57.00,42.00,36.00,43.50
52.00,55.00,50.00,51.60
55.00,96.00,76.00,73.70
92.00,89.00,24.00,57.40
38.00,71.00,34.00,42.60
73.00,36.00,52.00,55.10
62.00,67.00,54.00,59.00
37.00,65.00,63.00,55.60
32.00,73.00,22.00,35.20
24.00,99.00,32.00,43.00
58.00,24.00,81.00,62.70
27.00,33.00,81.00,55.20
79.00,49.00,21.00,44.00
93.00,71.00,91.00,87.60
71.00,47.00,98.00,79.70
31.00,65.00,36.00,40.30
82.00,56.00,94.00,82.80
66.00,62.00,35.00,49.70
51.00,97.00,93.00,81.20
37.00,95.00,23.00,41.60
98.00,59.00,50.00,66.20
21.00,56.00,44.00,39.50
43.00,41.00,26.00,34.10
65.00,71.00,28.00,47.70
40.00,50.00,41.00,42.50
73.00,67.00,89.00,79.80
62.00,36.00,49.00,50.30
90.00,49.00,54.00,63.80
37.00,32.00,24.00,29.50
81.00,44.00,84.00,75.10
80.00,92.00,71.00,77.90
43.00,34.00,77.00,58.20
68.00,56.00,81.00,72.10
31.00,72.00,91.00,69.20
36.00,86.00,97.00,76.50
83.00,97.00,96.00,92.30
48.00,24.00,77.00,57.70
94.00,59.00,38.00,59.00
23.00,36.00,51.00,39.60
49.00,32.00,80.00,61.10
43.00,73.00,29.00,42.00
47.00,39.00,60.00,51.90
93.00,40.00,27.00,49.40
36.00,46.00,59.00,49.50
58.00,29.00,29.00,37.70
72.00,57.00,38.00,52.00
72.00,39.00,84.00,71.40
67.00,25.00,75.00,62.60
79.00,73.00,68.00,72.30
35.00,43.00,83.00,60.60
97.00,28.00,76.00,72.70
74.00,73.00,22.00,47.80
23.00,47.00,93.00,62.80
71.00,88.00,35.00,56.40
82.00,63.00,30.00,52.20
95.00,84.00,55.00,72.80
42.00,75.00,50.00,52.60
97.00,73.00,80.00,83.70
59.00,65.00,51.00,56.20
93.00,24.00,61.00,63.20
72.00,70.00,52.00,61.60
84.00,32.00,55.00,59.10
37.00,52.00,86.00,64.50
74.00,70.00,37.00,54.70
59.00,90.00,66.00,68.70
36.00,25.00,67.00,49.30
37.00,83.00,54.00,54.70
51.00,35.00,97.00,70.80
59.00,38.00,95.00,72.80
86.00,34.00,68.00,66.60
45.00,88.00,72.00,67.10
92.00,53.00,94.00,85.20
43.00,49.00,86.00,65.70
64.00,59.00,92.00,77.00
74.00,72.00,62.00,67.60
33.00,39.00,86.00,60.70
72.00,22.00,52.00,52.00
58.00,76.00,52.00,58.60
70.00,91.00,98.00,88.20
58.00,64.00,82.00,71.20
81.00,87.00,49.00,66.20
77.00,95.00,84.00,84.10
76.00,40.00,90.00,75.80
31.00,31.00,83.00,57.00
74.00,70.00,75.00,73.70
75.00,22.00,45.00,49.40
86.00,94.00,87.00,88.10
69.00,48.00,76.00,68.30
37.00,64.00,78.00,62.90
81.00,21.00,32.00,44.50
48.00,43.00,38.00,42.00
50.00,71.00,87.00,72.70
60.00,86.00,31.00,50.70
88.00,33.00,93.00,79.50
22.00,29.00,63.00,43.90
44.00,72.00,46.00,50.60
46.00,88.00,63.00,62.90
84.00,44.00,49.00,58.50
73.00,40.00,83.00,71.40
48.00,40.00,53.00,48.90
59.00,37.00,75.00,62.60
96.00,82.00,99.00,94.70
24.00,29.00,74.00,50.00
91.00,65.00,25.00,52.80
61.00,60.00,75.00,67.80
94.00,63.00,99.00,90.30
43.00,76.00,23.00,39.60
29.00,73.00,32.00,39.30
64.00,23.00,42.00,44.80
69.00,88.00,53.00,64.80
81.00,69.00,65.00,70.60
64.00,77.00,42.00,55.60
22.00,85.00,88.00,67.60
73.00,70.00,29.00,50.40
86.00,40.00,85.00,76.30
43.00,72.00,91.00,72.80
29.00,27.00,75.00,51.60
77.00,46.00,47.00,55.80
54.00,35.00,29.00,37.70
66.00,66.00,58.00,62.00
59.00,90.00,33.00,52.20
55.00,99.00,57.00,64.80
65.00,72.00,28.00,47.90
26.00,35.00,54.00,41.80
99.00,78.00,50.00,70.30
57.00,95.00,57.00,64.60
53.00,29.00,55.00,49.20
77.00,32.00,85.00,72.00
41.00,66.00,94.00,72.50
32.00,70.00,81.00,64.10
97.00,47.00,43.00,60.00
24.00,45.00,91.00,61.70
41.00,85.00,86.00,72.30
61.00,65.00,90.00,76.30
30.00,83.00,78.00,64.60
92.00,54.00,93.00,84.90
22.00,92.00,21.00,35.50
46.00,24.00,71.00,54.10
89.00,87.00,96.00,92.10
32.00,71.00,24.00,35.80
54.00,84.00,24.00,45.00
39.00,27.00,87.00,60.60
50.00,32.00,64.00,53.40
24.00,34.00,48.00,38.00
91.00,81.00,27.00,57.00
52.00,57.00,59.00,56.50
46.00,56.00,89.00,69.50
56.00,75.00,73.00,68.30
66.00,23.00,66.00,57.40
61.00,94.00,60.00,67.10
94.00,75.00,60.00,73.20
30.00,40.00,67.00,50.50
62.00,96.00,31.00,53.30
59.00,76.00,53.00,59.40
81.00,61.00,89.00,81.00
87.00,99.00,80.00,85.90
52.00,94.00,51.00,59.90
99.00,76.00,31.00,60.40
55.00,73.00,92.00,77.10
71.00,42.00,52.00,55.70
56.00,98.00,39.00,55.90
92.00,79.00,84.00,85.40
63.00,71.00,59.00,62.60
66.00,94.00,95.00,86.10
37.00,93.00,54.00,56.70
47.00,85.00,83.00,72.60
48.00,98.00,22.00,45.00
29.00,31.00,80.00,54.90
57.00,71.00,22.00,42.30
61.00,61.00,52.00,56.50
25.00,95.00,41.00,47.00
33.00,48.00,33.00,36.00
63.00,59.00,85.00,73.20
98.00,78.00,55.00,72.50
80.00,64.00,67.00,70.30
29.00,72.00,30.00,38.10
89.00,52.00,31.00,52.60
73.00,94.00,54.00,67.70
70.00,33.00,60.00,57.60
70.00,24.00,68.00,59.80
37.00,29.00,38.00,35.90
36.00,62.00,44.00,45.20
43.00,29.00,31.00,34.20
89.00,43.00,44.00,57.30
62.00,64.00,42.00,52.40
74.00,88.00,76.00,77.80
41.00,85.00,31.00,44.80
75.00,64.00,57.00,63.80
93.00,73.00,66.00,75.50
46.00,63.00,44.00,48.40
62.00,27.00,89.00,68.50
24.00,69.00,83.00,62.50
66.00,47.00,49.00,53.70
47.00,88.00,25.00,44.20
60.00,95.00,43.00,58.50
56.00,59.00,21.00,39.10
28.00,87.00,52.00,51.80
59.00,95.00,46.00,59.70
75.00,37.00,90.00,74.90
49.00,29.00,60.00,50.50
39.00,93.00,85.00,72.80
95.00,43.00,47.00,60.60
48.00,85.00,33.00,47.90
91.00,52.00,74.00,74.70
29.00,51.00,26.00,31.90
62.00,54.00,54.00,56.40
98.00,52.00,46.00,62.80
34.00,31.00,45.00,38.90
48.00,29.00,56.00,48.20
90.00,80.00,24.00,55.00
44.00,79.00,51.00,54.50
84.00,63.00,66.00,70.80
43.00,69.00,82.00,67.70
48.00,92.00,35.00,50.30
45.00,77.00,31.00,44.40
71.00,82.00,68.00,71.70
75.00,52.00,62.00,63.90
66.00,26.00,31.00,40.50
66.00,80.00,23.00,47.30
69.00,57.00,24.00,44.10
31.00,92.00,23.00,39.20
93.00,64.00,61.00,71.20
33.00,62.00,67.00,55.80
56.00,66.00,47.00,53.50
68.00,99.00,55.00,67.70
59.00,56.00,93.00,75.40
58.00,20.00,89.00,65.90
37.00,67.00,78.00,63.50
84.00,74.00,73.00,76.50
54.00,82.00,66.00,65.60
81.00,50.00,76.00,72.30
61.00,54.00,75.00,66.60
63.00,95.00,55.00,65.40
34.00,28.00,80.00,55.80
85.00,86.00,57.00,71.20
80.00,23.00,86.00,71.60
26.00,87.00,55.00,52.70
71.00,29.00,60.00,57.10
70.00,44.00,23.00,41.30
31.00,56.00,89.00,65.00
55.00,34.00,29.00,37.80
32.00,97.00,96.00,77.00
38.00,35.00,81.00,58.90
37.00,61.00,56.00,51.30
29.00,87.00,21.00,36.60
43.00,76.00,53.00,54.60
88.00,22.00,48.00,54.80
34.00,59.00,50.00,47.00
56.00,68.00,27.00,43.90
86.00,39.00,54.00,60.60
78.00,97.00,54.00,69.80
58.00,52.00,41.00,48.30
26.00,24.00,59.00,42.10
39.00,73.00,57.00,54.80
83.00,60.00,98.00,85.90
36.00,62.00,94.00,70.20
61.00,63.00,99.00,80.40
63.00,77.00,99.00,83.80
30.00,71.00,84.00,65.20
80.00,79.00,65.00,72.30
47.00,98.00,38.00,52.70
83.00,42.00,75.00,70.80
76.00,86.00,65.00,72.50
20.00,32.00,50.00,37.40
29.00,75.00,24.00,35.70
68.00,21.00,35.00,42.10
45.00,44.00,31.00,37.80
46.00,93.00,39.00,51.90
58.00,39.00,77.00,63.70
53.00,91.00,96.00,82.10
95.00,62.00,85.00,83.40
37.00,81.00,20.00,37.30
88.00,56.00,42.00,58.60
41.00,79.00,32.00,44.10
40.00,20.00,47.00,39.50
22.00,74.00,93.00,67.90
47.00,29.00,45.00,42.40
73.00,55.00,77.00,71.40
84.00,45.00,35.00,51.70
53.00,93.00,28.00,48.50
86.00,65.00,90.00,83.80
35.00,58.00,28.00,36.10
24.00,72.00,30.00,36.60
25.00,55.00,82.00,59.50
55.00,28.00,94.00,69.10
73.00,62.00,51.00,59.80
37.00,93.00,49.00,54.20
83.00,22.00,73.00,65.80
81.00,57.00,40.00,55.70
96.00,62.00,29.00,55.70
40.00,87.00,48.00,53.40
32.00,38.00,30.00,32.20
92.00,37.00,48.00,59.00
27.00,80.00,60.00,54.10
58.00,70.00,32.00,47.40
80.00,80.00,55.00,67.50
30.00,50.00,67.00,52.50
58.00,20.00,20.00,31.40
29.00,63.00,49.00,45.80
68.00,70.00,62.00,65.40
51.00,35.00,95.00,69.80
39.00,79.00,42.00,48.50
44.00,46.00,64.00,54.40
45.00,66.00,36.00,44.70
35.00,36.00,24.00,29.70
68.00,58.00,60.00,62.00
83.00,67.00,70.00,73.30
97.00,74.00,45.00,66.40
93.00,94.00,76.00,84.70
52.00,36.00,54.00,49.80
27.00,89.00,37.00,44.40
45.00,75.00,21.00,39.00
34.00,47.00,56.00,47.60
49.00,92.00,94.00,80.10
37.00,83.00,55.00,55.20
83.00,82.00,93.00,87.80
59.00,39.00,70.00,60.50
26.00,38.00,32.00,31.40
73.00,72.00,80.00,76.30
50.00,98.00,51.00,60.10
38.00,85.00,37.00,46.90
26.00,54.00,40.00,38.60
82.00,29.00,31.00,45.90
32.00,40.00,47.00,41.10
49.00,90.00,74.00,69.70
79.00,98.00,38.00,62.30
29.00,24.00,38.00,32.50
25.00,84.00,40.00,44.30
29.00,96.00,91.00,73.40
72.00,68.00,67.00,68.70
41.00,93.00,98.00,79.90
66.00,36.00,80.00,67.00
61.00,77.00,84.00,75.70
61.00,68.00,41.00,52.40
28.00,67.00,23.00,33.30
33.00,81.00,56.00,54.10
75.00,70.00,46.00,59.50
40.00,27.00,94.00,64.40
46.00,43.00,55.00,49.90
49.00,93.00,92.00,79.30
52.00,46.00,78.00,63.80
76.00,73.00,80.00,77.40
91.00,56.00,87.00,82.00
61.00,71.00,46.00,55.50
60.00,21.00,63.00,53.70
68.00,34.00,40.00,47.20
64.00,45.00,45.00,50.70
85.00,74.00,24.00,52.30
84.00,54.00,21.00,46.50
92.00,76.00,57.00,71.30
44.00,20.00,96.00,65.20
55.00,39.00,48.00,48.30
56.00,29.00,63.00,54.10
48.00,74.00,37.00,47.70
47.00,57.00,61.00,56.00
81.00,46.00,63.00,65.00
22.00,43.00,25.00,27.70
31.00,21.00,24.00,25.50
78.00,31.00,52.00,55.60
96.00,81.00,62.00,76.00
63.00,28.00,50.00,49.50
61.00,87.00,71.00,71.20
80.00,88.00,94.00,88.60
51.00,42.00,65.00,56.20
46.00,26.00,99.00,68.50
90.00,27.00,69.00,66.90
60.00,87.00,62.00,66.40
38.00,26.00,23.00,28.10
97.00,29.00,58.00,63.90
24.00,75.00,36.00,40.20
20.00,91.00,76.00,62.20
34.00,90.00,97.00,76.70
72.00,87.00,76.00,77.00
53.00,20.00,43.00,41.40
69.00,90.00,53.00,65.20
52.00,51.00,84.00,67.80
63.00,86.00,29.00,50.60
90.00,28.00,61.00,63.10
80.00,37.00,53.00,57.90
55.00,32.00,86.00,65.90
39.00,47.00,78.00,60.10
40.00,96.00,93.00,77.70
29.00,98.00,69.00,62.80
28.00,35.00,73.00,51.90
24.00,44.00,52.00,42.00
91.00,38.00,64.00,66.90
95.00,79.00,26.00,57.30
72.00,58.00,91.00,78.70
55.00,58.00,64.00,60.10
54.00,46.00,34.00,42.40
98.00,35.00,36.00,54.40
58.00,76.00,23.00,44.10
86.00,75.00,23.00,52.30
23.00,56.00,45.00,40.60
74.00,71.00,20.00,46.40
24.00,62.00,25.00,32.10
58.00,42.00,69.00,60.30
99.00,68.00,62.00,74.30
91.00,39.00,21.00,45.60
36.00,25.00,77.00,54.30
32.00,43.00,68.00,52.20
98.00,59.00,27.00,54.70
52.00,64.00,40.00,48.40
99.00,28.00,69.00,69.80
49.00,30.00,94.00,67.70
57.00,57.00,76.00,66.50
23.00,67.00,20.00,30.30
80.00,93.00,80.00,82.60
24.00,37.00,88.00,58.60
21.00,73.00,42.00,41.90
51.00,35.00,40.00,42.30
22.00,80.00,98.00,71.60
38.00,34.00,42.00,39.20
49.00,34.00,77.00,60.00
26.00,45.00,48.00,40.80
49.00,98.00,60.00,64.30
33.00,89.00,31.00,43.20
88.00,96.00,47.00,69.10
70.00,21.00,83.00,66.70
40.00,41.00,42.00,41.20
80.00,59.00,47.00,59.30
21.00,92.00,49.00,49.20
89.00,61.00,71.00,74.40
85.00,57.00,64.00,68.90
49.00,52.00,80.00,65.10
26.00,26.00,42.00,34.00
65.00,43.00,96.00,76.10
93.00,39.00,73.00,72.20
67.00,34.00,85.00,69.40
81.00,71.00,57.00,67.00
39.00,83.00,72.00,64.30
31.00,38.00,23.00,28.40
56.00,23.00,24.00,33.40
80.00,70.00,49.00,62.50
67.00,93.00,36.00,56.70
58.00,36.00,80.00,64.60
61.00,28.00,72.00,59.90
79.00,68.00,30.00,52.30
46.00,20.00,23.00,29.30
86.00,55.00,27.00,50.30
40.00,49.00,67.00,55.30
37.00,27.00,30.00,31.50
38.00,26.00,75.00,54.10
59.00,30.00,57.00,52.20
53.00,39.00,68.00,57.70
37.00,61.00,87.00,66.80
87.00,22.00,85.00,73.00
56.00,21.00,48.00,45.00
92.00,37.00,56.00,63.00
42.00,59.00,24.00,36.40
48.00,43.00,44.00,45.00
51.00,39.00,81.00,63.60
91.00,51.00,46.00,60.50
43.00,59.00,43.00,46.20
79.00,26.00,95.00,76.40
27.00,22.00,27.00,26.00
56.00,75.00,87.00,75.30
56.00,21.00,30.00,36.00
65.00,51.00,50.00,54.70
51.00,62.00,97.00,76.20
89.00,93.00,84.00,87.30
32.00,24.00,20.00,24.40
43.00,28.00,50.00,43.50
67.00,25.00,42.00,46.10
28.00,39.00,64.00,48.20
96.00,88.00,54.00,73.40
44.00,82.00,46.00,52.60
91.00,77.00,82.00,83.70
25.00,39.00,97.00,63.80
90.00,69.00,82.00,81.80
